"name","rank","spell_type","save_type","rarity","action_category","actions_min","actions_max","description","source_id"
"Shadow Projectile","3","Spell","Will","Common","Reaction","0","0","React when an ally makes a ranged attack to create a shadow double of the attack, distracting and damaging the foe.",
"Shadow Spy","3","Spell","None","Common","Activity","1","1","A bird made of shadows and soil keeps watch over an area",
"Shared Invisibility","3","Spell","None","Common","Activity","2","2","You and nearby creatures become invisible.",
"Shift Blame","3","Spell","Will","Common","Reaction","0","0","Trick someone into thinking someone else is to blame for your attack or blunder.",
"Shifting Sand","3","Spell","None","Common","Activity","3","3","You cause the surface to heave.",
"Show the Way","3","Spell","None","Common","Activity","1","1","You and affected allies gain preternatural knowledge of the path ahead, allowing you to intuit the best way forward and avoid potential obstacles.",
"Shrink Item","3","Spell","None","Common","Activity","1","1","Reduce an object to the size of a coin.",
"Sign of Conviction","3","Spell","None","Uncommon","Activity","2","2","You conjure the religious symbol of your deity into the air above you in the same space you stand in, wielding the power of your faith to smite your foes.",
"Slow","3","Spell","Fortitude","Common","Activity","2","2","Make a creature slower, reducing its actions.",
"Soothing Blossoms","3","Spell","None","Common","Activity","2","2","Flowers assist recovery from persistent damage and afflictions.",
"Sparkleskin","3","Spell","None","Uncommon","Activity","2","2","You coat a creature's body in a layer of brilliantly sparkling glitter.",
"Speak with Plants","3","Spell","None","Common","Activity","2","2","Communicate with plants and plant creatures.",
"Stinking Cloud","3","Spell","Fortitude","Common","Activity","2","2","Form a cloud that sickens creatures.",
"Sudden Recollection","3","Spell","Will","Uncommon","Activity","2","2","Plant information in a creature's subconscious to be revealed on a trigger you choose.",
"Tempest Cloak","3","Spell","None","Common","Activity","2","2","Protect a creature with swirling winds.",
"Temporal Twin","3","Spell","None","Uncommon","Activity","2","2","Call a version of yourself from a recent timeline to repeat your actions",
"Threefold Aspect","3","Spell","None","Common","Activity","1","1","Shift yourself between three ages.",
"Time Jump","3","Spell","None","Common","Free","0","0","Leap forward in time, moving swiftly.",
"Time Pocket","3","Spell","None","Common","Activity","1","1","Send an object forward in time to arrive at a later date",
"Transcribe Conflict","3","Spell","None","Rare","Activity","1","1","You cause a sheet of paper to appear in your hand, and a moment later a detailed description of a combat you experienced within the last hour is recorded on that sheet of paper in a language that you know of your choice.",
"Unseasonable Squall","3","Spell","None","Uncommon","Activity","2","2","You issue a blast of sudden wind that ripples outward from the center of the burst.",
"Vampiric Feast","3","Spell","None","Common","Activity","2","2","Deal void damage and gain temporary Hit Points with a touch.",
"Veil of Privacy","3","Spell","None","Uncommon","Activity","1","1","Protect a creature or object from magical detection.",
"Wall of Radiance","3","Spell","None","Uncommon","Activity","3","3","You form a wall of brilliant light that obscures creatures.",
"Wall of Shadow","3","Spell","None","Uncommon","Activity","3","3","You form a wall of pure darkness in a straight line up to 60 feet long and 10 feet high.",
"Wall of Thorns","3","Spell","None","Common","Activity","3","3","Grow a wall of brambles.",
"Wall of Virtue","3","Spell","None","Uncommon","Activity","3","3","You create a translucent wall of light, which draws power from the celestial realms.",
"Wall of Water","3","Spell","None","Common","Activity","3","3","Create a wall of water, forcing foes to swim through.",
"Wall of Wind","3","Spell","None","Common","Activity","3","3","Create a wall of gusting winds that hinders movement and ranged attacks.",
"Wandererâ€™s Guide","3","Spell","None","Common","Activity","1","1","Find an ideal route to a location.",
"Warding Aggression","3","Spell","None","Common","Activity","2","2","Strike an enemy to improve your defense against it, and extend the spell with further attacks.",
"Web of Eyes","3","Spell","None","Common","Activity","2","2","Put scrying sensors on creatures, allowing them to share their vision with others.",
"Whirling Scarves","3","Spell","None","Common","Activity","2","2","You surround yourself in a vortex of whirling colorful scarves of force that obfuscate you and disorient your foes.",
"Wooden Double","3","Spell","None","Common","Reaction","0","0","React to leave a wooden double of yourself to take a hit for you.",
"Aerial Form","4","Spell","None","Common","Activity","2","2","Turn into a flying combatant.",
"Air Walk","4","Spell","None","Common","Activity","2","2","Walk on air as though it were solid ground.",
"Airlift","4","Spell","Reflex","Common","Activity","2","2","Fly creatures, and items to a new location.",
"Anathematic Reprisal","4","Spell","Will","Common","Reaction","0","0","Cause mental pain to one who commits anathema against your deity.",
"Aromatic Lure","4","Spell","Will","Rare","Activity","2","2","You override a target's olfactory senses, luring them to a specific location through tantalizing false scents.",
"Bestial Curse","4","Spell","Fortitude","Common","Activity","2","2","Make a humanoid take on features of a beast.",
"Bloodspray Curse","4","Spell","Fortitude","Common","Activity","2","2","Curse a foe with deeper wounds and bleeding.",
"Bursting Bloom","4","Spell","Fortitude","Uncommon","Activity","2","2","You cause a rose bush to sprout from the chest of a foe, bursting out of its body and wrapping it in thorned vines.",
"Call the Blood","4","Spell","None","Uncommon","Activity","2","2","With a word and gesture, you cause streams of blood to erupt from the target's mouth, nostrils, ears, or other facial openings and come rushing into your mouth.",
"Chroma Leach","4","Spell","Fortitude","Common","Activity","2","2","Sap the color and vitality from a living creature.",
"Chromatic Armor","4","Spell","None","Common","Activity","3","3","Glowing armor sheds light, dazzling foes and granting random resistances.",
"Chromatic Ray","4","Spell","None","Common","Activity","2","2","Ray of light causes effects based on its color.",
"Cinder Swarm","4","Spell","None","Common","Activity","2","2","Create insects made of fire.",
"Clairvoyance","4","Spell","None","Common","Activity","1","1","See through an invisible magical sensor.",
"Cloak of Light","4","Spell","None","Uncommon","Activity","2","2","You surround yourself in holy light that restores the living and rebuffs undead.",
"Clownish Curse","4","Spell","Will","Uncommon","Activity","2","2","You afflict the target with a curse that causes it to emit ridiculous noises as it moves.",
"Compel True Name","4","Spell","Will","Rare","Activity","2","2","You instruct the target to do something, compelling obedience by calling it by its true name.",
"Confusion","4","Spell","Will","Common","Activity","2","2","Befuddle a creature, making it act randomly.",
"Containment","4","Spell","Reflex","Common","Activity","2","2","Seal a creature in a sphere to contain or protect it.",
"Coral Eruption","4","Spell","None","Common","Activity","3","3","Create damaging areas of razor-sharp coral.",
"Countless Eyes","4","Spell","None","Common","Activity","2","2","Spawn magical eyes all over a creatureâ€™s body.",
"Creation","4","Spell","None","Common","Activity","1","1","Make a temporary object.",
"Dawnflower's Light","4","Spell","None","Rare","Activity","2","2","The object glows with soft golden light that lays bare the truth, reveals hidden objects, and shines supernatural light on false orders.",
"Daydreamer's Curse","4","Spell","Will","Uncommon","Activity","2","2","You impose a curse upon the target that renders it easily distracted and unable to focus its thoughts on tasks that demand insight or discernment.",
"Deathless March","4","Spell","Will","Rare","Activity","2","2","You chant a marching song of Yled to empower the undead and terrify the living.",
"Detect Creator","4","Spell","None","Rare","Activity","1","1","You examine the remains or spiritual residue of a destroyed undead creature to locate that undead's creator, perhaps a necromancer or vampire.",
"Detect Scrying","4","Spell","None","Uncommon","Activity","2","2","Find out whether scrying effects are in the area.",
"Dinosaur Form","4","Spell","None","Common","Activity","2","2","Turn into a dinosaur.",
"Dirge of Remembrance","4","Spell","Will","Uncommon","Activity","2","2","You sing a funereal dirge to force restless spirits to fully manifest in the Material Plane.",
"Discern Lies","4","Spell","None","Uncommon","Activity","2","2","Expertly detect lies and falsehoods.",
"Dispelling Globe","4","Spell","None","Uncommon","Activity","2","2","Counteract magic that enters this sphere.",
"Divine Wrath","4","Spell","Fortitude","Common","Activity","2","2","Damage and hinder creatures opposing your deity's will.",
"Draw the Lightning","4","Spell","Reflex","Common","Activity","2","2","Call down lightning into you or a weapon.",
"Dull Ambition","4","Spell","Will","Common","Activity","2","2","Curse a creature with a lack of ambition.",
"Elemental Gift","4","Spell","None","Common","Activity","2","2","Infuse an ally with one of the four elements.",
"Elemental Sense","4","Spell","None","Common","Activity","2","2","Gain a sense related to an element you choose.",
"Elephant Form","4","Spell","None","Uncommon","Activity","2","2","You channel the primal forces of nature to transform into a Large battle form, specifically that of a powerful and terrifying elephant or similar creature, such as a mammoth, mastodon, or anancus.",
"Enhance Senses","4","Spell","None","Uncommon","Activity","2","2","You enhance the target's senses.",
"Entangle Fate","4","Spell","Will","Rare","Activity","2","2","You cause a swirl of energy to entangle the fates of all caught within the blast",
"False Nature","4","Spell","None","Uncommon","Activity","3","3","Rewrite perception and memory to make one object appear to be another",
"Favorable Review","4","Spell","Will","Uncommon","Activity","2","2","You enchant a creature to ensure they have only good things to say about your show.",
